"YEAR","JURISDICTION","LOCATION","AGE_GROUP","METRIC","DETECTION_METHOD","FINES","ARRESTS","CHARGES","Month"
2024,"TAS","All regions","40-64","speed_fines","Police issued",487,0,9,"06"
2024,"TAS","All regions","40-64","unlicensed_driving","Unspecified",9,0,37,"06"
2024,"TAS","All regions","65 and over","mobile_phone_use","Camera Issued",2,0,0,"06"
2024,"TAS","All regions","65 and over","mobile_phone_use","Police issued",7,0,0,"06"
2024,"TAS","All regions","65 and over","non_wearing_seatbelts","Camera Issued",37,0,0,"06"
2024,"TAS","All regions","65 and over","non_wearing_seatbelts","Police issued",5,0,0,"06"
2024,"TAS","All regions","65 and over","speed_fines","Camera Issued",599,0,0,"06"
2024,"TAS","All regions","65 and over","speed_fines","Police issued",120,0,0,"06"
2024,"TAS","All regions","65 and over","unlicensed_driving","Unspecified",0,0,1,"06"
2024,"TAS","All regions","Unspecified","non_wearing_seatbelts","Camera Issued",1,0,0,"06"
2024,"TAS","All regions","Unspecified","speed_fines","Camera Issued",3,0,0,"06"
2024,"VIC","Inner Regional Australia","0-16","mobile_phone_use","Camera Issued",0,0,0,"06"
2024,"VIC","Inner Regional Australia","0-16","mobile_phone_use","Camera Issued",0,0,0,"06"
2024,"VIC","Inner Regional Australia","0-16","non_wearing_seatbelts","Camera Issued",0,0,0,"06"
2024,"VIC","Inner Regional Australia","0-16","non_wearing_seatbelts","Camera Issued",0,0,0,"06"
2024,"VIC","Inner Regional Australia","0-16","speed_fines","Camera Issued",0,0,0,"06"
2024,"VIC","Inner Regional Australia","0-16","speed_fines","Camera Issued",0,0,0,"06"
2024,"VIC","Inner Regional Australia","17-25","mobile_phone_use","Camera Issued",0,0,0,"06"
2024,"VIC","Inner Regional Australia","17-25","mobile_phone_use","Camera Issued",17,0,0,"06"
2024,"VIC","Inner Regional Australia","17-25","non_wearing_seatbelts","Camera Issued",0,0,0,"06"
2024,"VIC","Inner Regional Australia","17-25","non_wearing_seatbelts","Camera Issued",73,0,0,"06"
2024,"VIC","Inner Regional Australia","17-25","speed_fines","Camera Issued",62,0,0,"06"
2024,"VIC","Inner Regional Australia","17-25","speed_fines","Camera Issued",495,0,0,"06"
2024,"VIC","Inner Regional Australia","26-39","mobile_phone_use","Camera Issued",0,0,0,"06"
2024,"VIC","Inner Regional Australia","26-39","mobile_phone_use","Camera Issued",74,0,0,"06"
2024,"VIC","Inner Regional Australia","26-39","non_wearing_seatbelts","Camera Issued",0,0,0,"06"
2024,"VIC","Inner Regional Australia","26-39","non_wearing_seatbelts","Camera Issued",169,0,0,"06"
2024,"VIC","Inner Regional Australia","26-39","speed_fines","Camera Issued",250,0,0,"06"
2024,"VIC","Inner Regional Australia","26-39","speed_fines","Camera Issued",1544,0,0,"06"
2024,"VIC","Inner Regional Australia","40-64","mobile_phone_use","Camera Issued",0,0,0,"06"
2024,"VIC","Inner Regional Australia","40-64","mobile_phone_use","Camera Issued",120,0,0,"06"
2024,"VIC","Inner Regional Australia","40-64","non_wearing_seatbelts","Camera Issued",0,0,0,"06"
2024,"VIC","Inner Regional Australia","40-64","non_wearing_seatbelts","Camera Issued",247,0,0,"06"
2024,"VIC","Inner Regional Australia","40-64","speed_fines","Camera Issued",513,0,0,"06"
2024,"VIC","Inner Regional Australia","40-64","speed_fines","Camera Issued",2519,0,0,"06"
2024,"VIC","Inner Regional Australia","65 and over","mobile_phone_use","Camera Issued",0,0,0,"06"
2024,"VIC","Inner Regional Australia","65 and over","mobile_phone_use","Camera Issued",32,0,0,"06"
2024,"VIC","Inner Regional Australia","65 and over","non_wearing_seatbelts","Camera Issued",0,0,0,"06"
2024,"VIC","Inner Regional Australia","65 and over","non_wearing_seatbelts","Camera Issued",118,0,0,"06"
2024,"VIC","Inner Regional Australia","65 and over","speed_fines","Camera Issued",211,0,0,"06"
2024,"VIC","Inner Regional Australia","65 and over","speed_fines","Camera Issued",1154,0,0,"06"
2024,"VIC","Inner Regional Australia","Unspecified","mobile_phone_use","Camera Issued",0,0,0,"06"
2024,"VIC","Inner Regional Australia","Unspecified","mobile_phone_use","Camera Issued",101,0,0,"06"
2024,"VIC","Inner Regional Australia","Unspecified","non_wearing_seatbelts","Camera Issued",0,0,0,"06"
2024,"VIC","Inner Regional Australia","Unspecified","non_wearing_seatbelts","Camera Issued",178,0,0,"06"
2024,"VIC","Inner Regional Australia","Unspecified","speed_fines","Camera Issued",21,0,0,"06"
2024,"VIC","Inner Regional Australia","Unspecified","speed_fines","Camera Issued",96,0,0,"06"
2024,"VIC","Major Cities of Australia","0-16","mobile_phone_use","Camera Issued",0,0,0,"06"
2024,"VIC","Major Cities of Australia","0-16","mobile_phone_use","Camera Issued",0,0,0,"06"
2024,"VIC","Major Cities of Australia","0-16","non_wearing_seatbelts","Camera Issued",0,0,0,"06"
2024,"VIC","Major Cities of Australia","0-16","non_wearing_seatbelts","Camera Issued",0,0,0,"06"
2024,"VIC","Major Cities of Australia","0-16","speed_fines","Camera Issued",0,0,0,"06"
2024,"VIC","Major Cities of Australia","0-16","speed_fines","Camera Issued",0,0,0,"06"
2024,"VIC","Major Cities of Australia","17-25","mobile_phone_use","Camera Issued",0,0,0,"06"
2024,"VIC","Major Cities of Australia","17-25","mobile_phone_use","Camera Issued",170,0,0,"06"
2024,"VIC","Major Cities of Australia","17-25","non_wearing_seatbelts","Camera Issued",0,0,0,"06"
2024,"VIC","Major Cities of Australia","17-25","non_wearing_seatbelts","Camera Issued",277,0,0,"06"
2024,"VIC","Major Cities of Australia","17-25","speed_fines","Camera Issued",2564,0,0,"06"
2024,"VIC","Major Cities of Australia","17-25","speed_fines","Camera Issued",1918,0,0,"06"
2024,"VIC","Major Cities of Australia","26-39","mobile_phone_use","Camera Issued",0,0,0,"06"
2024,"VIC","Major Cities of Australia","26-39","mobile_phone_use","Camera Issued",841,0,0,"06"
2024,"VIC","Major Cities of Australia","26-39","non_wearing_seatbelts","Camera Issued",0,0,0,"06"
2024,"VIC","Major Cities of Australia","26-39","non_wearing_seatbelts","Camera Issued",1093,0,0,"06"
2024,"VIC","Major Cities of Australia","26-39","speed_fines","Camera Issued",8887,0,0,"06"
2024,"VIC","Major Cities of Australia","26-39","speed_fines","Camera Issued",6173,0,0,"06"
2024,"VIC","Major Cities of Australia","40-64","mobile_phone_use","Camera Issued",0,0,0,"06"
2024,"VIC","Major Cities of Australia","40-64","mobile_phone_use","Camera Issued",1104,0,0,"06"
2024,"VIC","Major Cities of Australia","40-64","non_wearing_seatbelts","Camera Issued",0,0,0,"06"
2024,"VIC","Major Cities of Australia","40-64","non_wearing_seatbelts","Camera Issued",1618,0,0,"06"
2024,"VIC","Major Cities of Australia","40-64","speed_fines","Camera Issued",14691,0,0,"06"
2024,"VIC","Major Cities of Australia","40-64","speed_fines","Camera Issued",10211,0,0,"06"
2024,"VIC","Major Cities of Australia","65 and over","mobile_phone_use","Camera Issued",0,0,0,"06"
2024,"VIC","Major Cities of Australia","65 and over","mobile_phone_use","Camera Issued",206,0,0,"06"
2024,"VIC","Major Cities of Australia","65 and over","non_wearing_seatbelts","Camera Issued",0,0,0,"06"
2024,"VIC","Major Cities of Australia","65 and over","non_wearing_seatbelts","Camera Issued",404,0,0,"06"
2024,"VIC","Major Cities of Australia","65 and over","speed_fines","Camera Issued",4254,0,0,"06"
2024,"VIC","Major Cities of Australia","65 and over","speed_fines","Camera Issued",2944,0,0,"06"
2024,"VIC","Major Cities of Australia","Unspecified","mobile_phone_use","Camera Issued",0,0,0,"06"
2024,"VIC","Major Cities of Australia","Unspecified","mobile_phone_use","Camera Issued",755,0,0,"06"
2024,"VIC","Major Cities of Australia","Unspecified","non_wearing_seatbelts","Camera Issued",0,0,0,"06"
2024,"VIC","Major Cities of Australia","Unspecified","non_wearing_seatbelts","Camera Issued",1045,0,0,"06"
2024,"VIC","Major Cities of Australia","Unspecified","speed_fines","Camera Issued",807,0,0,"06"
2024,"VIC","Major Cities of Australia","Unspecified","speed_fines","Camera Issued",463,0,0,"06"
2024,"VIC","Outer Regional Australia","0-16","mobile_phone_use","Camera Issued",0,0,0,"06"
2024,"VIC","Outer Regional Australia","0-16","mobile_phone_use","Camera Issued",0,0,0,"06"
2024,"VIC","Outer Regional Australia","0-16","non_wearing_seatbelts","Camera Issued",0,0,0,"06"
2024,"VIC","Outer Regional Australia","0-16","non_wearing_seatbelts","Camera Issued",0,0,0,"06"
2024,"VIC","Outer Regional Australia","0-16","speed_fines","Camera Issued",0,0,0,"06"
2024,"VIC","Outer Regional Australia","0-16","speed_fines","Camera Issued",0,0,0,"06"
2024,"VIC","Outer Regional Australia","17-25","mobile_phone_use","Camera Issued",0,0,0,"06"
2024,"VIC","Outer Regional Australia","17-25","mobile_phone_use","Camera Issued",0,0,0,"06"
2024,"VIC","Outer Regional Australia","17-25","non_wearing_seatbelts","Camera Issued",0,0,0,"06"
2024,"VIC","Outer Regional Australia","17-25","non_wearing_seatbelts","Camera Issued",16,0,0,"06"
2024,"VIC","Outer Regional Australia","17-25","speed_fines","Camera Issued",4,0,0,"06"
2024,"VIC","Outer Regional Australia","17-25","speed_fines","Camera Issued",101,0,0,"06"
2024,"VIC","Outer Regional Australia","26-39","mobile_phone_use","Camera Issued",0,0,0,"06"
2024,"VIC","Outer Regional Australia","26-39","mobile_phone_use","Camera Issued",0,0,0,"06"
2024,"VIC","Outer Regional Australia","26-39","non_wearing_seatbelts","Camera Issued",0,0,0,"06"
2024,"VIC","Outer Regional Australia","26-39","non_wearing_seatbelts","Camera Issued",81,0,0,"06"
2024,"VIC","Outer Regional Australia","26-39","speed_fines","Camera Issued",6,0,0,"06"
2024,"VIC","Outer Regional Australia","26-39","speed_fines","Camera Issued",259,0,0,"06"
2024,"VIC","Outer Regional Australia","40-64","mobile_phone_use","Camera Issued",0,0,0,"06"
2024,"VIC","Outer Regional Australia","40-64","mobile_phone_use","Camera Issued",0,0,0,"06"
2024,"VIC","Outer Regional Australia","40-64","non_wearing_seatbelts","Camera Issued",0,0,0,"06"
2024,"VIC","Outer Regional Australia","40-64","non_wearing_seatbelts","Camera Issued",74,0,0,"06"
2024,"VIC","Outer Regional Australia","40-64","speed_fines","Camera Issued",19,0,0,"06"
2024,"VIC","Outer Regional Australia","40-64","speed_fines","Camera Issued",417,0,0,"06"
2024,"VIC","Outer Regional Australia","65 and over","mobile_phone_use","Camera Issued",0,0,0,"06"
2024,"VIC","Outer Regional Australia","65 and over","mobile_phone_use","Camera Issued",0,0,0,"06"
2024,"VIC","Outer Regional Australia","65 and over","non_wearing_seatbelts","Camera Issued",0,0,0,"06"
2024,"VIC","Outer Regional Australia","65 and over","non_wearing_seatbelts","Camera Issued",41,0,0,"06"
2024,"VIC","Outer Regional Australia","65 and over","speed_fines","Camera Issued",6,0,0,"06"
2024,"VIC","Outer Regional Australia","65 and over","speed_fines","Camera Issued",224,0,0,"06"
2024,"VIC","Outer Regional Australia","Unspecified","mobile_phone_use","Camera Issued",0,0,0,"06"
2024,"VIC","Outer Regional Australia","Unspecified","mobile_phone_use","Camera Issued",0,0,0,"06"
2024,"VIC","Outer Regional Australia","Unspecified","non_wearing_seatbelts","Camera Issued",0,0,0,"06"
2024,"VIC","Outer Regional Australia","Unspecified","non_wearing_seatbelts","Camera Issued",82,0,0,"06"
2024,"VIC","Outer Regional Australia","Unspecified","speed_fines","Camera Issued",0,0,0,"06"
2024,"VIC","Outer Regional Australia","Unspecified","speed_fines","Camera Issued",38,0,0,"06"
2024,"VIC","Remote Australia","0-16","mobile_phone_use","Camera Issued",0,0,0,"06"
2024,"VIC","Remote Australia","0-16","mobile_phone_use","Camera Issued",0,0,0,"06"
2024,"VIC","Remote Australia","0-16","non_wearing_seatbelts","Camera Issued",0,0,0,"06"
2024,"VIC","Remote Australia","0-16","non_wearing_seatbelts","Camera Issued",0,0,0,"06"
2024,"VIC","Remote Australia","0-16","speed_fines","Camera Issued",0,0,0,"06"
2024,"VIC","Remote Australia","0-16","speed_fines","Camera Issued",0,0,0,"06"
2024,"VIC","Remote Australia","17-25","mobile_phone_use","Camera Issued",0,0,0,"06"
2024,"VIC","Remote Australia","17-25","mobile_phone_use","Camera Issued",0,0,0,"06"
2024,"VIC","Remote Australia","17-25","non_wearing_seatbelts","Camera Issued",0,0,0,"06"
2024,"VIC","Remote Australia","17-25","non_wearing_seatbelts","Camera Issued",0,0,0,"06"
2024,"VIC","Remote Australia","17-25","speed_fines","Camera Issued",0,0,0,"06"
2024,"VIC","Remote Australia","17-25","speed_fines","Camera Issued",0,0,0,"06"
2024,"VIC","Remote Australia","26-39","mobile_phone_use","Camera Issued",0,0,0,"06"
2024,"VIC","Remote Australia","26-39","mobile_phone_use","Camera Issued",0,0,0,"06"
2024,"VIC","Remote Australia","26-39","non_wearing_seatbelts","Camera Issued",0,0,0,"06"
2024,"VIC","Remote Australia","26-39","non_wearing_seatbelts","Camera Issued",0,0,0,"06"
2024,"VIC","Remote Australia","26-39","speed_fines","Camera Issued",0,0,0,"06"
2024,"VIC","Remote Australia","26-39","speed_fines","Camera Issued",0,0,0,"06"
2024,"VIC","Remote Australia","40-64","mobile_phone_use","Camera Issued",0,0,0,"06"
2024,"VIC","Remote Australia","40-64","mobile_phone_use","Camera Issued",0,0,0,"06"
2024,"VIC","Remote Australia","40-64","non_wearing_seatbelts","Camera Issued",0,0,0,"06"
2024,"VIC","Remote Australia","40-64","non_wearing_seatbelts","Camera Issued",0,0,0,"06"
2024,"VIC","Remote Australia","40-64","speed_fines","Camera Issued",0,0,0,"06"
2024,"VIC","Remote Australia","40-64","speed_fines","Camera Issued",1,0,0,"06"
2024,"VIC","Remote Australia","65 and over","mobile_phone_use","Camera Issued",0,0,0,"06"
2024,"VIC","Remote Australia","65 and over","mobile_phone_use","Camera Issued",0,0,0,"06"
2024,"VIC","Remote Australia","65 and over","non_wearing_seatbelts","Camera Issued",0,0,0,"06"
2024,"VIC","Remote Australia","65 and over","non_wearing_seatbelts","Camera Issued",0,0,0,"06"
2024,"VIC","Remote Australia","65 and over","speed_fines","Camera Issued",0,0,0,"06"
2024,"VIC","Remote Australia","65 and over","speed_fines","Camera Issued",0,0,0,"06"
2024,"VIC","Remote Australia","Unspecified","mobile_phone_use","Camera Issued",0,0,0,"06"
2024,"VIC","Remote Australia","Unspecified","mobile_phone_use","Camera Issued",0,0,0,"06"
2024,"VIC","Remote Australia","Unspecified","non_wearing_seatbelts","Camera Issued",0,0,0,"06"
2024,"VIC","Remote Australia","Unspecified","non_wearing_seatbelts","Camera Issued",0,0,0,"06"
2024,"VIC","Remote Australia","Unspecified","speed_fines","Camera Issued",0,0,0,"06"
2024,"VIC","Remote Australia","Unspecified","speed_fines","Camera Issued",0,0,0,"06"
2024,"VIC","All regions","0-16","mobile_phone_use","Camera Issued",0,0,0,"06"
2024,"VIC","All regions","0-16","mobile_phone_use","Camera Issued",0,0,0,"06"
2024,"VIC","All regions","0-16","mobile_phone_use","Police issued",1,0,0,"06"
2024,"VIC","All regions","0-16","non_wearing_seatbelts","Camera Issued",0,0,0,"06"
2024,"VIC","All regions","0-16","non_wearing_seatbelts","Camera Issued",0,0,0,"06"
2024,"VIC","All regions","0-16","non_wearing_seatbelts","Police issued",1,0,0,"06"
2024,"VIC","All regions","0-16","speed_fines","Camera Issued",0,0,0,"06"
2024,"VIC","All regions","0-16","speed_fines","Camera Issued",0,0,0,"06"
2024,"VIC","All regions","0-16","unlicensed_driving","Unspecified",9,0,0,"06"
2024,"VIC","All regions","17-25","mobile_phone_use","Camera Issued",0,0,0,"06"
2024,"VIC","All regions","17-25","mobile_phone_use","Camera Issued",0,0,0,"06"
2024,"VIC","All regions","17-25","mobile_phone_use","Police issued",186,0,0,"06"
2024,"VIC","All regions","17-25","non_wearing_seatbelts","Camera Issued",0,0,0,"06"
2024,"VIC","All regions","17-25","non_wearing_seatbelts","Camera Issued",0,0,0,"06"
2024,"VIC","All regions","17-25","non_wearing_seatbelts","Police issued",76,0,0,"06"
2024,"VIC","All regions","17-25","speed_fines","Camera Issued",404,0,0,"06"
2024,"VIC","All regions","17-25","speed_fines","Camera Issued",0,0,0,"06"
2024,"VIC","All regions","17-25","speed_fines","Police issued",2115,0,0,"06"
2024,"VIC","All regions","17-25","unlicensed_driving","Unspecified",166,0,0,"06"
2024,"VIC","All regions","26-39","mobile_phone_use","Camera Issued",0,0,0,"06"
2024,"VIC","All regions","26-39","mobile_phone_use","Camera Issued",0,0,0,"06"
2024,"VIC","All regions","26-39","mobile_phone_use","Police issued",518,0,0,"06"
2024,"VIC","All regions","26-39","non_wearing_seatbelts","Camera Issued",0,0,0,"06"
2024,"VIC","All regions","26-39","non_wearing_seatbelts","Camera Issued",0,0,0,"06"
2024,"VIC","All regions","26-39","non_wearing_seatbelts","Police issued",154,0,0,"06"
2024,"VIC","All regions","26-39","speed_fines","Camera Issued",977,0,0,"06"
2024,"VIC","All regions","26-39","speed_fines","Camera Issued",0,0,0,"06"
2024,"VIC","All regions","26-39","speed_fines","Police issued",4072,0,0,"06"
2024,"VIC","All regions","26-39","unlicensed_driving","Unspecified",349,0,0,"06"
2024,"VIC","All regions","40-64","mobile_phone_use","Camera Issued",0,0,0,"06"
2024,"VIC","All regions","40-64","mobile_phone_use","Camera Issued",0,0,0,"06"
2024,"VIC","All regions","40-64","mobile_phone_use","Police issued",435,0,0,"06"
2024,"VIC","All regions","40-64","non_wearing_seatbelts","Camera Issued",0,0,0,"06"
2024,"VIC","All regions","40-64","non_wearing_seatbelts","Camera Issued",0,0,0,"06"
2024,"VIC","All regions","40-64","non_wearing_seatbelts","Police issued",147,0,0,"06"
2024,"VIC","All regions","40-64","speed_fines","Camera Issued",1297,0,0,"06"
2024,"VIC","All regions","40-64","speed_fines","Camera Issued",0,0,0,"06"
2024,"VIC","All regions","40-64","speed_fines","Police issued",5043,0,0,"06"
2024,"VIC","All regions","40-64","unlicensed_driving","Unspecified",217,0,0,"06"
2024,"VIC","All regions","65 and over","mobile_phone_use","Camera Issued",0,0,0,"06"
2024,"VIC","All regions","65 and over","mobile_phone_use","Camera Issued",0,0,0,"06"
2024,"VIC","All regions","65 and over","mobile_phone_use","Police issued",44,0,0,"06"
2024,"VIC","All regions","65 and over","non_wearing_seatbelts","Camera Issued",0,0,0,"06"
2024,"VIC","All regions","65 and over","non_wearing_seatbelts","Camera Issued",0,0,0,"06"
2024,"VIC","All regions","65 and over","non_wearing_seatbelts","Police issued",39,0,0,"06"
2024,"VIC","All regions","65 and over","speed_fines","Camera Issued",293,0,0,"06"
2024,"VIC","All regions","65 and over","speed_fines","Camera Issued",0,0,0,"06"
2024,"VIC","All regions","65 and over","speed_fines","Police issued",1197,0,0,"06"
2024,"VIC","All regions","65 and over","unlicensed_driving","Unspecified",21,0,0,"06"
2024,"VIC","All regions","Unspecified","mobile_phone_use","Camera Issued",0,0,0,"06"
2024,"VIC","All regions","Unspecified","mobile_phone_use","Camera Issued",0,0,0,"06"
2024,"VIC","All regions","Unspecified","non_wearing_seatbelts","Camera Issued",0,0,0,"06"
2024,"VIC","All regions","Unspecified","non_wearing_seatbelts","Camera Issued",0,0,0,"06"
2024,"VIC","All regions","Unspecified","speed_fines","Camera Issued",101,0,0,"06"
2024,"VIC","All regions","Unspecified","speed_fines","Camera Issued",0,0,0,"06"
2024,"VIC","All regions","Unspecified","speed_fines","Police issued",6,0,0,"06"
2024,"WA","All regions","0-16","mobile_phone_use","Unspecified",0,0,1,"06"
2024,"WA","All regions","0-16","speed_fines","Camera Issued",9,0,0,"06"
2024,"WA","All regions","0-16","speed_fines","Camera Issued",18,0,0,"06"
2024,"WA","All regions","0-16","speed_fines","Camera Issued",138,0,0,"06"
2024,"WA","All regions","0-16","speed_fines","Police issued",1,0,0,"06"
2024,"WA","All regions","0-16","speed_fines","Camera Issued",38,0,0,"06"
2024,"WA","All regions","0-16","speed_fines","Unspecified",0,0,3,"06"
2024,"WA","All regions","0-16","unlicensed_driving","Unspecified",0,10,40,"06"
2024,"WA","All regions","17-25","mobile_phone_use","Police issued",64,0,0,"06"
2024,"WA","All regions","17-25","mobile_phone_use","Unspecified",0,0,5,"06"
2024,"WA","All regions","17-25","non_wearing_seatbelts","Police issued",40,0,0,"06"
2024,"WA","All regions","17-25","non_wearing_seatbelts","Unspecified",0,0,12,"06"
2024,"WA","All regions","17-25","speed_fines","Camera Issued",155,0,0,"06"
2024,"WA","All regions","17-25","speed_fines","Camera Issued",596,0,0,"06"
2024,"WA","All regions","17-25","speed_fines","Camera Issued",4251,0,0,"06"
2024,"WA","All regions","17-25","speed_fines","Police issued",998,0,0,"06"
2024,"WA","All regions","17-25","speed_fines","Camera Issued",683,0,0,"06"
2024,"WA","All regions","17-25","speed_fines","Unspecified",0,0,20,"06"
2024,"WA","All regions","17-25","unlicensed_driving","Unspecified",32,36,334,"06"
2024,"WA","All regions","26-39","mobile_phone_use","Police issued",134,0,0,"06"
2024,"WA","All regions","26-39","mobile_phone_use","Unspecified",0,0,6,"06"
2024,"WA","All regions","26-39","non_wearing_seatbelts","Police issued",65,0,0,"06"
2024,"WA","All regions","26-39","non_wearing_seatbelts","Unspecified",0,0,8,"06"
2024,"WA","All regions","26-39","speed_fines","Camera Issued",358,0,0,"06"
2024,"WA","All regions","26-39","speed_fines","Camera Issued",1754,0,0,"06"
2024,"WA","All regions","26-39","speed_fines","Camera Issued",10044,0,0,"06"
2024,"WA","All regions","26-39","speed_fines","Police issued",1764,0,0,"06"
2024,"WA","All regions","26-39","speed_fines","Camera Issued",2104,0,0,"06"
2024,"WA","All regions","26-39","speed_fines","Unspecified",0,1,43,"06"
2024,"WA","All regions","26-39","unlicensed_driving","Unspecified",91,98,645,"06"
2024,"WA","All regions","40-64","mobile_phone_use","Police issued",76,0,0,"06"
2024,"WA","All regions","40-64","mobile_phone_use","Unspecified",0,0,6,"06"
2024,"WA","All regions","40-64","non_wearing_seatbelts","Police issued",52,0,0,"06"
2024,"WA","All regions","40-64","non_wearing_seatbelts","Unspecified",0,0,2,"06"
2024,"WA","All regions","40-64","speed_fines","Camera Issued",485,0,0,"06"
2024,"WA","All regions","40-64","speed_fines","Camera Issued",2622,0,0,"06"
2024,"WA","All regions","40-64","speed_fines","Camera Issued",14494,0,0,"06"
2024,"WA","All regions","40-64","speed_fines","Police issued",2204,0,0,"06"
2024,"WA","All regions","40-64","speed_fines","Camera Issued",4622,0,0,"06"
2024,"WA","All regions","40-64","speed_fines","Unspecified",0,0,46,"06"
2024,"WA","All regions","40-64","unlicensed_driving","Unspecified",59,20,358,"06"
2024,"WA","All regions","65 and over","mobile_phone_use","Police issued",15,0,0,"06"
2024,"WA","All regions","65 and over","non_wearing_seatbelts","Police issued",11,0,0,"06"
2024,"WA","All regions","65 and over","speed_fines","Camera Issued",66,0,0,"06"
2024,"WA","All regions","65 and over","speed_fines","Camera Issued",676,0,0,"06"
2024,"WA","All regions","65 and over","speed_fines","Camera Issued",3310,0,0,"06"
2024,"WA","All regions","65 and over","speed_fines","Police issued",460,0,0,"06"
2024,"WA","All regions","65 and over","speed_fines","Camera Issued",1408,0,0,"06"
2024,"WA","All regions","65 and over","speed_fines","Unspecified",0,0,4,"06"
2024,"WA","All regions","65 and over","unlicensed_driving","Unspecified",1,0,14,"06"
2024,"ACT","Major Cities of Australia","0-16","speed_fines","Camera Issued",2,0,0,"07"
2024,"ACT","Major Cities of Australia","0-16","speed_fines","Police issued",3,0,0,"07"
2024,"ACT","Major Cities of Australia","17-25","mobile_phone_use","Camera Issued",309,0,0,"07"
2024,"ACT","Major Cities of Australia","17-25","mobile_phone_use","Police issued",6,0,0,"07"
2024,"ACT","Major Cities of Australia","17-25","non_wearing_seatbelts","Police issued",0,0,1,"07"
2024,"ACT","Major Cities of Australia","17-25","speed_fines","Camera Issued",426,0,0,"07"
2024,"ACT","Major Cities of Australia","17-25","speed_fines","Camera Issued",188,0,0,"07"
2024,"ACT","Major Cities of Australia","17-25","speed_fines","Police issued",52,0,3,"07"
2024,"ACT","Major Cities of Australia","17-25","unlicensed_driving","Unspecified",4,2,5,"07"
2024,"ACT","Major Cities of Australia","26-39","mobile_phone_use","Camera Issued",1082,0,0,"07"
2024,"ACT","Major Cities of Australia","26-39","mobile_phone_use","Police issued",4,1,1,"07"
2024,"ACT","Major Cities of Australia","26-39","non_wearing_seatbelts","Police issued",3,0,0,"07"
2024,"ACT","Major Cities of Australia","26-39","speed_fines","Camera Issued",918,0,0,"07"
2024,"ACT","Major Cities of Australia","26-39","speed_fines","Camera Issued",410,0,0,"07"
2024,"ACT","Major Cities of Australia","26-39","speed_fines","Police issued",60,0,2,"07"
2024,"ACT","Major Cities of Australia","26-39","unlicensed_driving","Unspecified",16,7,32,"07"
2024,"ACT","Major Cities of Australia","40-64","mobile_phone_use","Camera Issued",922,0,0,"07"
2024,"ACT","Major Cities of Australia","40-64","mobile_phone_use","Police issued",6,0,1,"07"
2024,"ACT","Major Cities of Australia","40-64","speed_fines","Camera Issued",1340,0,0,"07"
2024,"ACT","Major Cities of Australia","40-64","speed_fines","Camera Issued",573,0,0,"07"
2024,"ACT","Major Cities of Australia","40-64","speed_fines","Police issued",54,0,0,"07"
2024,"ACT","Major Cities of Australia","40-64","unlicensed_driving","Unspecified",7,2,9,"07"
2024,"ACT","Major Cities of Australia","65 and over","mobile_phone_use","Camera Issued",134,0,0,"07"
2024,"ACT","Major Cities of Australia","65 and over","speed_fines","Camera Issued",327,0,0,"07"
2024,"ACT","Major Cities of Australia","65 and over","speed_fines","Camera Issued",206,0,0,"07"
2024,"ACT","Major Cities of Australia","65 and over","speed_fines","Police issued",3,0,0,"07"
2024,"ACT","Major Cities of Australia","Unspecified","mobile_phone_use","Camera Issued",59,0,0,"07"
2024,"ACT","Major Cities of Australia","Unspecified","speed_fines","Camera Issued",58,0,0,"07"
2024,"ACT","Major Cities of Australia","Unspecified","speed_fines","Camera Issued",39,0,0,"07"
2024,"NSW","Inner Regional Australia","0-16","mobile_phone_use","Police issued",0,0,1,"07"
2024,"NSW","Inner Regional Australia","0-16","speed_fines","Police issued",8,0,2,"07"
2024,"NSW","Inner Regional Australia","0-16","unlicensed_driving","Unspecified",1,0,8,"07"
2024,"NSW","Inner Regional Australia","17-25","mobile_phone_use","Police issued",40,0,1,"07"
2024,"NSW","Inner Regional Australia","17-25","non_wearing_seatbelts","Police issued",51,0,2,"07"
2024,"NSW","Inner Regional Australia","17-25","speed_fines","Police issued",1266,0,19,"07"
2024,"NSW","Inner Regional Australia","17-25","unlicensed_driving","Unspecified",38,0,142,"07"
2024,"NSW","Inner Regional Australia","26-39","mobile_phone_use","Police issued",47,0,1,"07"
2024,"NSW","Inner Regional Australia","26-39","non_wearing_seatbelts","Police issued",64,0,1,"07"
2024,"NSW","Inner Regional Australia","26-39","speed_fines","Police issued",1895,0,10,"07"
2024,"NSW","Inner Regional Australia","26-39","unlicensed_driving","Unspecified",64,0,244,"07"
2024,"NSW","Inner Regional Australia","40-64","mobile_phone_use","Police issued",16,0,0,"07"
2024,"NSW","Inner Regional Australia","40-64","non_wearing_seatbelts","Police issued",31,0,0,"07"
2024,"NSW","Inner Regional Australia","40-64","speed_fines","Police issued",2225,0,7,"07"
2024,"NSW","Inner Regional Australia","40-64","unlicensed_driving","Unspecified",50,0,162,"07"
2024,"NSW","Inner Regional Australia","65 and over","mobile_phone_use","Police issued",2,0,0,"07"
2024,"NSW","Inner Regional Australia","65 and over","non_wearing_seatbelts","Police issued",9,0,0,"07"
2024,"NSW","Inner Regional Australia","65 and over","speed_fines","Police issued",440,0,0,"07"
2024,"NSW","Inner Regional Australia","65 and over","unlicensed_driving","Unspecified",3,0,11,"07"
2024,"NSW","Major Cities of Australia","0-16","mobile_phone_use","Police issued",0,0,3,"07"
